customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,Churn_Flag,MonthlyCharges_INR,TotalCharges_INR,tenure_bucket,OnlineSecurity_bin,TechSupport_bin,OnlineBackup_bin,DeviceProtection_bin,StreamingTV_bin,StreamingMovies_bin,service_count,contract_num,internet_tier,charge_per_tenure,cluster,persona_code,persona_name,persona_priority,pca_1,pca_2
2074-GKOWZ,Male,0,Yes,Yes,2,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,Yes,1,7477.425,15493.425,0–6m,0,0,0,0,1,1,2,0,2,2492.475,3,Persona A,High-Risk New Customers,CRITICAL,-1.2587614064645347,2.9167366481105144
0376-YMCJC,Male,0,No,No,23,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,90.6,1943.2,Yes,1,7565.099999999999,162257.2,19–24m,0,1,0,0,1,0,2,0,2,315.2125,1,Persona B,Price-Sensitive Churners,HIGH,0.20005117822199597,1.313889924936293
6100-FJZDG,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),20.05,505.9,No,0,1674.175,42242.65,25–36m,0,0,0,0,0,0,0,1,0,62.00648148148148,2,Persona D,Loyal High-Value,LOW,-1.8000654094714017,-1.936841429387366
4829-ZLJTK,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Electronic check,112.4,8046.85,No,0,9385.4,671911.975,49–72m,1,0,1,1,1,1,5,2,2,128.56712328767122,0,Persona C,Engaged Mid-Tier,MEDIUM,4.133836699001206,-0.12005638747111143
1730-VFMWO,Female,0,Yes,No,34,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),50.2,1815.3,No,0,4191.7,151577.55,25–36m,0,1,0,0,0,0,1,0,1,119.76285714285714,1,Persona B,Price-Sensitive Churners,HIGH,-0.6979860045644478,-0.2931401626839527
7143-BQIBA,Male,0,No,No,10,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),62.25,612.95,No,0,5197.875,51181.325,7–12m,1,1,0,0,1,0,3,0,1,472.53409090909093,1,Persona B,Price-Sensitive Churners,HIGH,-0.8513539955245569,0.5724802378164038
3800-LYTRK,Female,0,No,No,14,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,55.7,795.15,No,0,4650.95,66395.025,13–18m,1,1,0,0,0,0,2,1,1,310.06333333333333,1,Persona B,Price-Sensitive Churners,HIGH,-0.7156549563618723,-0.2881357379383849
0634-SZPQA,Female,0,No,No,23,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.8,Yes,1,7519.175,181178.3,19–24m,1,0,0,0,1,0,2,0,2,313.29895833333336,1,Persona B,Price-Sensitive Churners,HIGH,0.24494112701660736,1.3007539756178483
9646-NMHXE,Male,0,Yes,No,47,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.65,973.1,No,0,1640.775,81253.85,37–48m,0,0,0,0,0,0,0,2,0,34.182812500000004,2,Persona D,Loyal High-Value,LOW,-1.0184332476048141,-2.7899496859894932
7030-NJVDP,Male,0,Yes,No,24,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,89.25,2210.2,No,0,7452.375,184551.7,19–24m,1,1,0,0,0,1,3,0,2,298.095,1,Persona B,Price-Sensitive Churners,HIGH,0.5115876938798896,1.3346683003667557
5536-RTPWK,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,Yes,1,8270.675,405288.125,49–72m,0,0,1,0,1,1,3,0,2,165.4135,0,Persona C,Engaged Mid-Tier,MEDIUM,1.718566631171244,1.0179809726490505
8883-GRDWQ,Male,1,No,No,20,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.0,1055.9,No,0,4509.0,88167.65000000001,19–24m,1,1,0,0,0,0,2,1,1,214.71428571428572,1,Persona B,Price-Sensitive Churners,HIGH,-0.5441019645537122,-0.45467493868883047
6166-ILMNY,Female,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),69.75,144.55,Yes,1,5824.125,12069.925,0–6m,0,0,0,0,0,0,0,0,2,1941.375,3,Persona A,High-Risk New Customers,CRITICAL,-1.8467233527975784,2.160941234400798
3097-NNSPB,Female,0,No,No,2,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Credit card (automatic),49.05,91.1,Yes,1,4095.675,7606.849999999999,0–6m,0,0,1,0,0,0,1,0,1,1365.2250000000001,3,Persona A,High-Risk New Customers,CRITICAL,-2.052144465176896,0.8947480728406878
7771-ZONAT,Male,0,No,No,22,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),56.75,1304.85,No,0,4738.625,108954.975,19–24m,0,1,0,1,1,1,4,2,1,206.02717391304347,1,Persona B,Price-Sensitive Churners,HIGH,0.3827100541134428,-0.8559534386696503
0655-RBDUG,Male,0,No,No,7,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),98.05,713.0,Yes,1,8187.175,59535.5,7–12m,0,0,0,1,1,1,3,0,2,1023.396875,1,Persona B,Price-Sensitive Churners,HIGH,-0.23660473580544028,2.1511282105705636
2111-DWYHN,Male,0,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,21.1,21.1,No,0,1761.85,1761.85,0–6m,0,0,0,0,0,0,0,0,0,880.925,2,Persona D,Loyal High-Value,LOW,-2.8937243165639597,-0.5456321188020747
4194-WHFCB,Female,0,Yes,Yes,59,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.8,No,0,8070.275000000001,465996.8,49–72m,0,1,1,0,0,1,3,0,2,134.50458333333333,0,Persona C,Engaged Mid-Tier,MEDIUM,2.0367013095148927,0.8184447925457181
4121-AGSIN,Female,0,Yes,Yes,58,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),24.5,1497.9,No,0,2045.75,125074.65,49–72m,0,0,0,0,0,0,0,1,0,34.67372881355932,2,Persona D,Loyal High-Value,LOW,-0.9489058594666289,-2.3323922009675657
4361-BKAXE,Female,0,No,No,41,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),114.5,4527.45,Yes,1,9560.75,378042.075,37–48m,1,1,1,1,1,1,6,0,2,227.63690476190476,0,Persona C,Engaged Mid-Tier,MEDIUM,2.424556769477009,1.5987123824314307
9845-PEEKO,Female,1,No,No,59,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),79.2,4590.35,No,0,6613.2,383294.225,49–72m,0,0,1,0,0,0,1,2,2,110.22,0,Persona C,Engaged Mid-Tier,MEDIUM,1.7098446421094071,-0.6551311150504796
0455-XFASS,Female,0,Yes,Yes,3,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,69.55,200.2,No,0,5807.425,16716.7,0–6m,0,0,0,0,0,0,0,0,2,1451.85625,3,Persona A,High-Risk New Customers,CRITICAL,-1.666599538318886,1.8497870626184398
0301-KOBTQ,Male,0,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),20.05,614.45,No,0,1674.175,51306.575,25–36m,0,0,0,0,0,0,0,2,0,50.73257575757576,2,Persona D,Loyal High-Value,LOW,-1.3618931358306088,-2.5679818326581607
1751-NCDLI,Male,1,Yes,No,46,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,98.85,4564.9,No,0,8253.975,381169.15,37–48m,0,0,0,1,1,1,3,0,2,175.61648936170212,0,Persona C,Engaged Mid-Tier,MEDIUM,1.5947280389354053,1.0662547215638631
4367-NUYAO,Male,0,Yes,Yes,0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.75,25.75,No,0,2150.125,2150.125,,0,0,0,0,0,0,0,2,0,2150.125,2,Persona D,Loyal High-Value,LOW,-2.634673406755266,-0.7876070217625277
9878-TNQGW,Male,0,No,No,2,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,80.95,171.15,Yes,1,6759.325,14291.025,0–6m,0,0,0,0,0,1,1,0,2,2253.108333333333,3,Persona A,High-Risk New Customers,CRITICAL,-1.545631057102433,2.5793776862252042
9170-ARBTB,Female,0,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),19.6,1012.4,No,0,1636.6,84535.4,49–72m,0,0,0,0,0,0,0,1,0,30.879245283018868,2,Persona D,Loyal High-Value,LOW,-1.2269574343469358,-2.3174861214923563
4441-NIHPT,Female,1,No,No,13,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,74.3,940.35,Yes,1,6204.05,78519.225,13–18m,0,0,0,1,0,0,1,0,2,443.1464285714286,1,Persona B,Price-Sensitive Churners,HIGH,-0.7013615640961417,1.2356651879505127
8999-BOHSE,Female,1,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),89.7,1047.7,Yes,1,7489.95,87482.95,7–12m,0,0,0,0,1,1,2,0,2,624.1625,1,Persona B,Price-Sensitive Churners,HIGH,-0.3211586039499333,1.6619689051847597
7241-AJHFS,Male,0,No,No,32,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),87.65,2766.4,No,0,7318.775000000001,230994.4,25–36m,1,1,0,0,0,0,2,0,2,221.78106060606063,1,Persona B,Price-Sensitive Churners,HIGH,0.534862536615961,1.0804440752073365
7029-RPUAV,Male,1,Yes,No,17,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,Yes,1,8387.575,135474.575,13–18m,0,0,0,1,1,1,3,0,2,465.97638888888895,1,Persona B,Price-Sensitive Churners,HIGH,0.3499295085518837,1.7020903275759915
4546-FOKWR,Female,0,No,No,16,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,No,0,6241.625,94300.725,13–18m,0,0,0,0,0,0,0,0,2,367.15441176470586,1,Persona B,Price-Sensitive Churners,HIGH,-0.8221511323724844,1.0845573247290867
9036-CSKBW,Female,0,No,No,51,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),107.45,5680.9,No,0,8972.075,474355.15,49–72m,1,0,1,1,1,1,5,1,2,172.53990384615386,0,Persona C,Engaged Mid-Tier,MEDIUM,2.8457421097033637,0.6982612090611745
5832-TRLPB,Male,0,No,No,29,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),75.35,2243.9,No,0,6291.724999999999,187365.65,25–36m,0,1,0,1,1,1,4,1,1,209.72416666666666,1,Persona B,Price-Sensitive Churners,HIGH,0.6553668963019569,-0.15033689136683034
8590-YFFQO,Male,0,Yes,No,70,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Credit card (automatic),64.95,4523.25,No,0,5423.325,377691.375,49–72m,1,1,1,1,0,0,4,2,1,76.38485915492957,0,Persona C,Engaged Mid-Tier,MEDIUM,2.100222532362617,-1.5107261466514836
8659-IOOPU,Female,0,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,No,Electronic check,100.45,7159.7,No,0,8387.575,597834.95,49–72m,1,1,0,1,0,1,4,2,2,116.49409722222224,0,Persona C,Engaged Mid-Tier,MEDIUM,3.5164971047991376,-0.3410206284790253
1338-CECEE,Male,0,Yes,Yes,41,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,One year,No,Bank transfer (automatic),68.5,2839.95,No,0,5719.75,237135.825,37–48m,0,0,1,1,1,0,3,1,1,136.1845238095238,1,Persona B,Price-Sensitive Churners,HIGH,0.6880274726300237,-0.5333081009194068
7439-DKZTW,Male,0,No,No,1,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.55,80.55,No,0,6725.925,6725.925,0–6m,0,0,0,0,1,0,1,0,2,3362.9625,3,Persona A,High-Risk New Customers,CRITICAL,-1.9349586633725833,3.254903319188897
4646-QZXTF,Female,0,Yes,No,7,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),81.25,580.1,No,0,6784.375,48438.35,7–12m,1,1,0,1,1,1,5,0,1,848.046875,1,Persona B,Price-Sensitive Churners,HIGH,-0.28830005234831646,1.2524783456895667
4607-CHPCA,Male,0,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,90.4,2178.6,Yes,1,7548.400000000001,181913.1,25–36m,0,0,0,0,1,1,2,1,2,290.32307692307694,1,Persona B,Price-Sensitive Churners,HIGH,0.5987980767395269,0.7227418906674089
9742-XOKTS,Male,0,Yes,Yes,67,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,No,Electronic check,89.55,6038.55,No,0,7477.425,504218.925,49–72m,1,1,1,0,0,0,3,1,2,109.96213235294118,0,Persona C,Engaged Mid-Tier,MEDIUM,2.500411832332389,0.04321781937058192
6921-OZMFH,Male,0,Yes,Yes,5,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,55.7,259.4,No,0,4650.95,21659.9,0–6m,0,1,0,0,0,0,1,0,1,775.1583333333333,1,Persona B,Price-Sensitive Churners,HIGH,-1.6905231309042705,0.5942739722686765
9578-FOMUK,Male,0,No,Yes,15,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.8,324.15,No,0,2070.8,27066.525,13–18m,0,0,0,0,0,0,0,0,0,129.425,2,Persona D,Loyal High-Value,LOW,-2.297581854062428,-1.1349387736466254
4712-UYOOI,Female,0,Yes,Yes,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,20.0,417.65,No,0,1670.0,34873.775,19–24m,0,0,0,0,0,0,0,0,0,79.52380952380952,2,Persona D,Loyal High-Value,LOW,-2.236225807079423,-1.3030365242779063
8824-RWFXJ,Male,0,Yes,Yes,3,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,56.15,168.15,Yes,1,4688.525,14040.525,0–6m,0,0,1,1,0,0,2,0,1,1172.13125,1,Persona B,Price-Sensitive Churners,HIGH,-1.6183573397283892,0.9361721430286036
7722-CVFXN,Male,0,Yes,Yes,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,105.2,5637.85,No,0,8784.2,470760.475,49–72m,0,1,1,0,1,1,4,1,2,159.71272727272728,0,Persona C,Engaged Mid-Tier,MEDIUM,2.617209830943085,0.5498663685096782
8717-VCTXJ,Male,0,No,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.55,839.4,No,0,1632.425,70089.9,37–48m,0,0,0,0,0,0,0,1,0,37.96337209302325,2,Persona D,Loyal High-Value,LOW,-1.4438227320312804,-2.1776490888870077
7363-QTBIW,Female,0,Yes,No,9,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,79.75,769.1,No,0,6659.125,64219.85,7–12m,0,0,0,0,0,1,1,0,2,665.9125,1,Persona B,Price-Sensitive Churners,HIGH,-0.8083086056751128,1.5050611524486446
4159-NAAIX,Female,0,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),97.45,6253.0,No,0,8137.075,522125.5,49–72m,0,0,1,0,1,1,3,2,2,127.141796875,0,Persona C,Engaged Mid-Tier,MEDIUM,2.8824313876879284,-0.3244578748337075
0971-QIFJK,Female,0,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.25,1641.8,No,0,2024.875,137090.3,49–72m,0,0,0,0,0,0,0,2,0,28.926785714285714,2,Persona D,Loyal High-Value,LOW,-0.42034854775824976,-3.031108626418194
9397-TZSHA,Female,0,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),24.6,1678.05,No,0,2054.1,140117.175,49–72m,0,0,0,0,0,0,0,2,0,29.344285714285714,2,Persona D,Loyal High-Value,LOW,-0.40766316826307175,-3.0264014331676274
3391-JSQEW,Male,0,Yes,No,40,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,50.15,2058.5,No,0,4187.525,171884.75,37–48m,0,0,1,0,0,0,1,0,1,102.13475609756097,1,Persona B,Price-Sensitive Churners,HIGH,-0.5330676650715696,-0.3886894862028447
0343-QLUZP,Male,0,No,No,60,No,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,No,Bank transfer (automatic),39.6,2424.5,No,0,3306.6,202445.75,49–72m,1,0,1,1,0,0,3,2,1,54.20655737704918,0,Persona C,Engaged Mid-Tier,MEDIUM,0.8782068941274835,-1.791533081205082
9763-PDTKK,Female,0,No,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),94.4,387.2,Yes,1,7882.400000000001,32331.2,0–6m,1,1,0,1,0,1,4,0,2,1576.48,3,Persona A,High-Risk New Customers,CRITICAL,-0.3375132665030552,2.5445462392511606
2176-LVPNX,Female,1,No,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Mailed check,89.85,6293.45,No,0,7502.474999999999,525503.075,49–72m,1,1,1,1,1,1,6,2,1,104.20104166666665,0,Persona C,Engaged Mid-Tier,MEDIUM,3.328438654376937,-1.0386415855741307
7627-JKIAZ,Female,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,Yes,1,6592.325,237110.775,37–48m,0,0,0,1,0,0,1,0,2,173.48223684210527,1,Persona B,Price-Sensitive Churners,HIGH,0.29437455267074436,0.7881834848018683
3312-UUMZW,Male,0,Yes,No,32,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),98.85,3145.9,No,0,8253.975,262682.65,25–36m,0,0,1,0,1,1,3,0,2,250.12045454545455,1,Persona B,Price-Sensitive Churners,HIGH,1.004500294758155,1.3225101617487178
1271-UODNO,Male,0,No,No,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Credit card (automatic),53.85,2200.7,No,0,4496.475,183758.45,37–48m,0,1,0,0,0,0,1,2,1,112.41187500000001,2,Persona D,Loyal High-Value,LOW,0.1373265449613987,-1.4028454030810984
8461-EFQYM,Female,0,No,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,24.25,914.4,No,0,2024.875,76352.4,37–48m,0,0,0,0,0,0,0,1,0,51.919871794871796,2,Persona D,Loyal High-Value,LOW,-1.4395236580617503,-2.0488787050694612
6900-RBKER,Male,0,No,No,52,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Two year,Yes,Credit card (automatic),89.45,4577.75,No,0,7469.075,382242.125,49–72m,0,0,0,1,0,1,2,2,2,140.92594339622642,0,Persona C,Engaged Mid-Tier,MEDIUM,1.954937614996766,-0.32528885650136824
6891-JPYFF,Female,0,Yes,Yes,48,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),105.25,4997.5,No,0,8788.375,417291.25,37–48m,1,0,1,0,1,1,4,0,2,179.3545918367347,0,Persona C,Engaged Mid-Tier,MEDIUM,2.0562459608964043,1.1961058943282776
1459-QNFQT,Male,0,Yes,Yes,70,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),59.5,4144.8,No,0,4968.25,346090.8,49–72m,1,1,0,1,1,1,5,2,1,69.97535211267606,0,Persona C,Engaged Mid-Tier,MEDIUM,2.190653849113839,-1.5185148238079287
1047-NNCBF,Male,0,No,No,20,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),70.55,1493.55,No,0,5890.925,124711.425,19–24m,0,0,0,0,0,0,0,0,2,280.5202380952381,1,Persona B,Price-Sensitive Churners,HIGH,-0.6974531949670527,0.9117039278019846
3696-XRIEN,Female,0,No,No,50,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),82.5,4179.1,No,0,6888.75,348954.85000000003,49–72m,1,1,0,1,1,1,5,1,1,135.0735294117647,0,Persona C,Engaged Mid-Tier,MEDIUM,1.8244776790906256,-0.33626341725389153
4081-DYXAV,Female,0,No,No,19,No,No phone service,DSL,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),44.85,893.55,Yes,1,3744.975,74611.425,19–24m,0,0,0,0,1,1,2,1,1,187.24875,1,Persona B,Price-Sensitive Churners,HIGH,-0.7095990114095985,-0.5881483718268982
0074-HDKDG,Male,0,Yes,Yes,25,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Bank transfer (automatic),61.6,1611.0,No,0,5143.6,134518.5,25–36m,1,0,1,1,0,0,3,1,1,197.83076923076925,1,Persona B,Price-Sensitive Churners,HIGH,0.019786717562162,-0.36187658977306214
8791-GFXLZ,Male,0,No,No,12,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,No,0,4095.675,49519.675,7–12m,0,0,1,0,0,0,1,0,1,315.0519230769231,1,Persona B,Price-Sensitive Churners,HIGH,-1.4359660494851447,0.12206441941643885
8111-SLLHI,Male,1,Yes,No,39,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,105.65,4284.8,Yes,1,8821.775,357780.8,37–48m,0,0,1,1,1,1,4,0,2,220.544375,0,Persona C,Engaged Mid-Tier,MEDIUM,1.7294714727316902,1.3591297102971882
0927-LCSMG,Male,0,No,No,7,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,74.65,544.55,Yes,1,6233.275000000001,45469.925,7–12m,0,0,0,1,0,0,1,0,2,779.1593750000001,1,Persona B,Price-Sensitive Churners,HIGH,-0.9962978905556877,1.5294411888067954
9330-DHBFL,Female,0,Yes,Yes,23,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,One year,Yes,Mailed check,66.25,1533.8,No,0,5531.875,128072.3,19–24m,1,1,1,1,0,0,4,1,1,230.49479166666666,1,Persona B,Price-Sensitive Churners,HIGH,0.2636771208125705,-0.17785628748189194
0098-BOWSO,Male,0,No,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,19.4,529.8,No,0,1619.9,44238.3,25–36m,0,0,0,0,0,0,0,0,0,57.853571428571435,2,Persona D,Loyal High-Value,LOW,-2.089550503972959,-1.4200409934351772
3452-ABWRL,Male,1,No,No,47,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),86.05,3865.6,No,0,7185.175,322777.6,37–48m,0,0,0,0,1,0,1,0,2,149.69114583333334,1,Persona B,Price-Sensitive Churners,HIGH,0.8024870652974891,0.7259233494717234
5859-HZYLF,Male,0,Yes,Yes,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.15,515.75,No,0,1599.025,43065.125,25–36m,0,0,0,0,0,0,0,2,0,59.22314814814815,2,Persona D,Loyal High-Value,LOW,-1.5035569631151027,-2.4942845127765287
8257-RZAHR,Female,0,Yes,No,14,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),64.7,941.0,Yes,1,5402.45,78573.5,13–18m,1,0,0,0,1,0,2,0,1,360.1633333333333,1,Persona B,Price-Sensitive Churners,HIGH,-0.8855722858022045,0.4128637142308731
5293-WXJAK,Female,1,Yes,No,11,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,Yes,1,8688.175,94659.775,7–12m,0,1,0,1,1,1,4,0,2,724.0145833333332,1,Persona B,Price-Sensitive Churners,HIGH,0.34641290838140987,2.066701171775092
3156-QLHBO,Male,0,No,Yes,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.25,48.35,No,0,1607.375,4037.225,0–6m,0,0,0,0,0,0,0,0,0,535.7916666666666,2,Persona D,Loyal High-Value,LOW,-2.786656784047878,-0.793601676163002
2208-NQBCT,Female,0,Yes,Yes,26,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,81.95,2070.05,No,0,6842.825,172849.17500000002,25–36m,1,0,1,0,0,0,2,0,2,253.43796296296296,1,Persona B,Price-Sensitive Churners,HIGH,0.1873821630336228,1.1087007277654206
1779-PWPMG,Female,1,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),114.65,8333.95,No,0,9573.275,695884.8250000001,49–72m,1,1,1,1,1,1,6,2,2,131.14075342465753,0,Persona C,Engaged Mid-Tier,MEDIUM,4.473427356223565,-0.02208889928890155
6621-NRZAK,Female,0,Yes,Yes,63,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.0,1209.25,No,0,1670.0,100972.375,49–72m,0,0,0,0,0,0,0,2,0,26.09375,2,Persona D,Loyal High-Value,LOW,-0.6781650867127823,-3.0070962866849675
0831-JNISG,Male,0,Yes,Yes,71,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.8,1396.25,No,0,1653.3,116586.875,49–72m,0,0,0,0,0,0,0,2,0,22.9625,2,Persona D,Loyal High-Value,LOW,-0.49756028405845365,-3.121790057601917
0774-IFUVM,Male,0,Yes,Yes,11,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,No,0,5440.025000000001,60399.725,7–12m,1,0,0,0,1,0,2,0,1,453.33541666666673,1,Persona B,Price-Sensitive Churners,HIGH,-1.0105980338598919,0.5191656078084524
3082-WQRVY,Male,1,Yes,No,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,228.65,No,0,1640.775,19092.275,13–18m,0,0,0,0,0,0,0,1,0,109.385,2,Persona D,Loyal High-Value,LOW,-2.0926992676613523,-1.7494163458542866
